,offensiveness_score,old_score_perspective,new_score_perspective,bert_cos_similarity
1323,-0.083,0.04711028,0.033334624,0.9086434245109558
1324,0.208,0.07450261,0.026499467,0.9217572808265686
1325,-0.042,0.027442247,0.026028076,0.9100494384765624
1326,-0.062,0.034041706,0.053295042,0.9542102217674256
1327,-0.188,0.11057663,0.053295042,0.9179800152778624
1328,0.104,0.37795907,0.034984488,0.9157803654670716
1329,-0.417,0.10089093,0.2854699,0.7423182725906372
1330,-0.447,0.033806015,0.017592486,0.8568777441978455
1331,-0.167,0.03592727,0.02685301,0.977609932422638
1332,0.146,0.3974717,0.08004235,0.8581161499023438
1333,0.021,0.059479803,0.043646812,0.8910622596740723
1334,0.188,0.34328604,0.023199737,0.830959677696228
1335,-0.354,0.11336674,0.039462693,0.9525474905967712
1336,-0.042,0.10522962,0.03734144,0.6904268264770508
1337,-0.532,0.05799546,0.03734144,0.6170571446418762
1338,-0.468,0.022728346,0.03062413,0.8375779986381531
1339,0.149,0.21107252,0.06500591,0.8274513483047485
1340,-0.042,0.04760506,0.035691574,0.8946784138679504
1341,0.277,0.1373533,0.091913216,0.8585036993026733
1342,0.128,0.25462922,0.08874765,0.939138889312744
1343,-0.021,0.20056234,0.055521555,0.861072301864624
1344,0.188,0.2540519,0.079250954,0.8322139978408813
1345,0.167,0.23523538,0.046120718,0.8872556686401367
1346,0.0,0.029799197,0.012503231,0.8962372541427612
1347,-0.062,0.03828422,0.02920996,0.9778336882591248
1348,-0.213,0.05725329,0.03309893,0.8858816623687744
1349,0.085,0.07212844,0.083999306,0.95205557346344
1350,-0.213,0.05255287,0.1140901,0.7073767781257629
1351,-0.125,0.017466826,0.01633588,0.7595946192741394
1352,0.149,0.29771072,0.034984488,0.764636754989624
1353,-0.438,0.054284602,0.061444655,0.7849377989768982
1354,-0.229,0.014513801,0.011812098,0.965658962726593
1355,-0.457,0.035691574,0.019854378,0.7422615885734558
1356,-0.208,0.027442247,0.027324399,0.8482140302658081
1357,-0.396,0.15103401,0.030859824,0.8680450916290283
1358,-0.042,0.06421452,0.044388983,0.9556633234024048
1359,-0.292,0.017843807,0.016964182,0.9439634680747986
1360,-0.062,0.12260055,0.03545588,0.6797166466712952
1361,0.104,0.45396814,0.4269174,0.8614310026168823
1362,-0.234,0.0154562555,0.032391842,0.8892356753349304
1363,0.128,0.28425202,0.104361884,0.8453198075294495
1364,-0.229,0.011874928,0.016964182,0.9229722619056702
1365,-0.417,0.023671126,0.011309455,0.779310405254364
1366,0.083,0.16245349,0.0438942,0.9441338777542114
1367,-0.292,0.022139108,0.033334624,0.8035837411880493
1368,-0.271,0.17025198,0.026499467,0.6319931745529175
1369,0.146,0.15545623,0.13908891,0.9506204724311828
1370,0.167,0.31686464,0.07054565,0.9068130254745485
1371,0.717,0.78207105,0.013257195,0.8082181215286255
1372,-0.766,0.02779579,-1.0,0.8454623222351074
1373,0.149,0.33836752,0.06104896,0.8855208158493042
1374,0.125,0.3234372,0.040925518,0.8142396807670593
1375,0.042,0.10739898,0.027206551,0.906444787979126
1376,0.104,0.09785384,0.012754552,0.7998804450035095
1377,0.312,0.10870059,0.024613906,0.8346103429794312
1378,0.667,0.9288007,0.049089402,0.7243974804878235
1379,-0.413,0.07212844,0.04785245,0.582402229309082
1380,0.479,0.51869136,0.03828422,0.8604348301887512
1381,0.0,0.37073207,0.10870059,0.7757049202919006
1382,0.312,0.2854869,0.25462922,0.9699305295944214
1383,-0.396,0.013822667,0.012314741,0.9209293723106384
1384,0.062,0.103494145,0.013885498,0.8467093706130981
1385,-0.167,0.4269174,0.025674535,0.8498667478561401
1386,0.0,0.14950264,0.023317585,0.8929018974304199
1387,0.25,0.5716857,0.023317585,0.9380934238433838
1388,-0.292,0.023671126,0.02920996,0.9149463176727296
1389,-0.042,0.05750068,0.009864358,0.8345502614974976
1390,0.0,0.2763787,0.034513097,0.9566415548324584
1391,-0.396,0.03734144,0.016587202,0.7760581970214844
1392,0.521,0.76197964,0.054531995,0.8425708413124084
1393,-0.125,0.37795907,0.017466826,0.7553321123123169
1394,-0.354,0.04760506,0.031684756,0.8072096705436707
1395,-0.042,0.25462922,0.056758508,0.923370361328125
1396,-0.083,0.017089844,0.01005285,0.9290345311164856
1397,-0.087,0.034748793,0.04166769,0.934716820716858
1398,-0.17,0.012754552,0.011435116,0.9434895515441896
1399,-0.17,0.05230548,0.0201057,0.9904559850692748
1400,-0.021,0.034748793,0.034277402,0.9464867115020752
1401,-0.208,0.021667719,0.008544922,0.9204037189483644
1402,-0.021,0.1893425,0.015581916,0.9378749132156372
1403,-0.208,0.035220183,0.038519915,0.9432900547981262
1404,-0.271,0.02402467,0.024142517,0.8988364934921265
1405,-0.125,0.11171334,0.03357032,0.9367074370384216
1406,-0.447,0.018849092,0.021432023,0.7094011902809143
1407,-0.542,0.048099842,-1.0,0.7719056606292725
1408,-0.064,0.20126031,0.11357342,0.9332520365715028
1409,-0.085,0.016712861,0.01438814,0.8941665887832642
1410,0.085,0.050573748,0.016712861,0.8354424834251404
1411,-0.146,0.1373533,0.112540044,0.937968611717224
1412,0.0,0.034513097,0.020842785,0.8542289137840271
1413,0.109,0.47622904,0.0070369947,0.9086050987243652
1414,-0.062,0.05230548,0.05651112,0.894927978515625
1415,0.106,0.059479803,0.04315203,0.8783580660820007
1416,-0.208,0.017215505,0.023671126,0.8379359841346741
1417,0.125,0.022964042,0.012817383,0.919583797454834
1418,0.062,0.051563308,0.026145924,0.9245370626449584
1419,-0.128,0.09785384,0.0154562555,0.8726912140846252
1420,0.042,0.23523538,0.04166769,0.8777039647102356
1421,0.043,0.15932569,0.045131154,0.8590181469917297
1422,-0.104,0.029092113,0.016210219,0.8814648389816284
1423,-0.167,0.09438288,0.017718147,0.8999823927879333
1424,-0.021,0.11119666,0.012566062,0.9088744521141052
1425,-0.312,0.010869644,0.008482091,0.93733549118042
1426,-0.375,0.01633588,0.03828422,0.7938443422317505
1427,0.0,0.028502874,0.023553278,0.9141823053359984
1428,-0.333,0.00823077,0.0070369947,0.7996537685394287
1429,-0.354,0.01822079,0.01419965,0.9105804562568665
1430,0.167,0.31963667,0.007382561,0.6856132745742798
1431,0.021,0.14429577,0.05205809,0.9427698850631714
1432,0.396,0.35186127,0.10089093,0.8949499130249023
1433,0.064,0.04760506,0.03828422,0.896878182888031
1434,0.188,0.18744208,0.09112182,0.7832507491111755
1435,-0.083,0.023199737,0.019980038,0.9488872289657592
1436,-0.396,0.011120965,0.011812098,0.942501425743103
1437,-0.188,0.044141594,0.015330595,0.8753689527511597
1438,0.0,0.0926474,0.022256956,0.9273395538330078
1439,0.021,0.11367676,0.1100022,0.849509596824646
1440,-0.271,0.05255287,0.013508516,0.8924388289451599
1441,0.271,0.15435068,0.0201057,0.755090057849884
1442,-0.292,0.022256956,0.03062413,0.8252993226051331
1443,0.0,0.09308127,0.045625936,0.941332757472992
1444,0.125,0.3389984,0.18459146,0.825802206993103
1445,0.867,0.78711975,0.09872158,0.6826227903366089
1446,-0.25,0.03192045,0.028856417,0.8917999863624573
1447,0.191,0.20032968,0.019980038,0.8879485726356506
1448,0.292,0.2854869,0.024613906,0.8645598888397217
1449,0.458,0.43475235,0.18744208,0.7374857664108276
1450,-0.083,0.3389984,0.14429577,0.6977775692939758
1451,-0.354,0.30464804,0.011435116,0.7279945611953735
1452,-0.167,0.29039988,0.2524482,0.818392276763916
1453,0.042,0.113263406,0.02035702,0.7786700129508972
1454,-0.354,0.09828771,0.038519915,0.912775695323944
1455,-0.271,0.024378212,-1.0,0.8391090631484985
1456,0.396,0.5716857,0.11129999,0.779576301574707
1457,-0.125,0.13214645,0.0054662367,0.7229716777801514
1458,-0.104,0.034748793,0.02449606,0.8580244183540344
1459,-0.521,0.034041706,0.013571346,0.9273327589035034
1460,-0.312,0.2412222,0.021314176,0.948400855064392
1461,-0.354,0.08083374,0.022139108,0.8878786563873291
1462,0.375,0.49139655,0.023199737,0.7347413301467896
1463,-0.489,0.021667719,0.023199737,0.831189751625061
1464,-0.375,0.034984488,0.032627538,0.6301395893096924
1465,0.167,0.18174082,0.1269396,0.9102485179901124
1466,0.229,0.5885171,0.014073989,0.828436553478241
1467,0.688,0.9288007,0.47119883,0.934778332710266
1468,-0.062,0.25462922,0.06817148,0.8386871814727783
1469,-0.562,0.032627538,0.036870047,0.861246645450592
1470,-0.417,0.011058134,0.01005285,0.8668860197067261
1471,0.812,0.6491204,0.025674535,0.6643425226211548
1472,0.0,0.2540519,0.13908891,0.7492567896842957
1473,0.646,0.88599813,0.012314741,0.5190846920013428
1474,0.255,0.6989911,0.1013248,0.8220556974411011
1475,-0.067,0.11067997,0.014011159,0.9117172956466676
1476,-0.188,0.3302291,0.3140926,0.8802310228347778
1477,0.521,0.44573322,0.020842785,0.8931000828742981
1478,0.146,0.3302291,0.26104406,0.9169446229934692
1479,-0.021,0.13388206,0.09655223,0.8950751423835754
1480,0.75,0.85333383,0.034748793,0.7561922669410706
1481,0.542,0.7998551,0.021196328,0.7955638766288757
1482,0.062,0.27412915,0.1013248,0.8428913354873657
1483,0.638,0.85850734,0.54823303,0.8897179365158081
1484,0.062,0.4014846,0.11161,0.8723512887954712
1485,0.604,0.6289369,0.5972042,0.8405468463897705
1486,0.792,0.6852916,0.02249265,0.7745689153671265
1487,0.688,0.62136006,0.2820025,0.8084980845451355
1488,0.25,0.5921536,0.037577134,0.9208740592002868
1489,-0.312,0.3245134,0.013822667,0.8145660161972046
1490,-0.085,0.10089093,0.04240986,0.902112364768982
1491,0.5,0.7308154,0.11336674,0.8808497190475464
1492,-0.152,0.15545623,0.06817148,0.8616467714309692
1493,-0.333,0.02343543,0.021667719,0.8545556664466858
1494,-0.553,0.024613906,0.031684756,0.9359705448150636
1495,0.396,0.5140397,0.27525392,0.7119145393371582
1496,0.604,0.8299589,0.077668175,0.765148937702179
1497,0.125,0.4269174,0.01834645,0.6791092753410339
1498,0.208,0.7856813,0.37576625,0.8033735752105713
1499,0.0,0.16158698,0.19870108,0.7435869574546814
1500,0.729,0.911035,0.11067997,0.8971465826034546
1501,-0.188,0.02249265,0.02048268,0.9069440364837646
1502,-0.319,0.023906821,0.014890783,0.9218528270721436
1503,-0.438,0.07450261,0.0466155,0.8736886382102966
1504,-0.489,0.06579731,0.012691722,0.8892984986305237
1505,-0.729,0.123468354,0.04067813,0.8242552280426025
1506,-0.289,0.012126249,0.0076338826,0.9002255797386169
1507,-0.604,0.06025757,0.023199737,0.8315809965133667
1508,-0.604,0.034984488,0.015267765,0.8550497889518738
1509,0.479,0.74954444,0.017592486,0.7938847541809082
1510,-0.333,0.147767,0.11057663,0.7470333576202393
1511,-0.271,0.018849092,0.022728346,0.7266278266906738
1512,0.583,0.7510937,0.056016337,0.7196191549301147
1513,-0.188,0.05651112,0.028385026,0.8425033688545227
1514,0.542,0.83334327,0.010869644,0.6825700402259827
1515,0.0,0.03357032,0.013382856,0.8187755346298218
1516,-0.229,0.06896287,0.043646812,0.8997992277145386
1517,-0.468,0.023553278,0.02308189,0.9471095204353333
1518,0.149,0.37751234,0.03781283,0.6773903965950012
1519,-0.062,0.1182615,0.035220183,0.6469329595565796
1520,0.146,0.2854937,0.04785245,0.9064344167709352
1521,0.083,0.23343207,0.23235008,0.8020044565200806
1522,-0.167,0.30539915,0.014513801,0.7128511071205139
1523,-0.391,0.11367676,0.21107252,0.8701246976852417
1524,0.458,0.2648175,0.19504376,0.8993958830833435
1525,-0.021,0.3827457,0.18269104,0.774511456489563
1526,-0.292,0.032391842,0.017969469,0.8647578358650208
1527,0.34,0.62136006,0.30854854,0.845537543296814
1528,0.104,0.165053,0.031449065,0.7786200046539307
1529,0.604,0.7761081,0.11316007,0.8173102736473083
1530,-0.426,0.048099842,0.031449065,0.8598619103431702
1531,-0.521,0.16591948,0.08874765,0.9074710607528688
1532,-0.375,0.147767,0.03734144,0.8037586808204651
1533,-0.479,0.03592727,0.034513097,0.8200618028640747
1534,0.458,0.45751464,0.017466826,0.8936039209365845
1535,-0.208,0.50789946,0.03309893,0.6956532597541809
1536,-0.271,0.049089402,0.015204934,0.8672236204147339
1537,-0.354,0.02638162,0.016587202,0.8373579382896423
1538,-0.511,0.04166769,0.01847211,0.8905881643295288
1539,0.458,0.62136006,0.01237757,0.7249160408973694
1540,-0.146,0.25462922,0.029327808,0.8262431025505066
1541,-0.25,0.035691574,0.03357032,0.8547625541687012
1542,-0.283,0.25462922,0.09872158,0.8252283930778503
1543,0.042,0.09351514,0.02779579,0.7427674531936646
1544,-0.622,0.013320025,0.019980038,0.7244194149971008
1545,0.021,0.16851899,0.03734144,0.5885024070739746
1546,-0.271,0.1991664,0.015079274,0.7915211319923401
1547,-0.396,0.021549871,0.022610499,0.8284308314323425
1548,-0.5,0.013320025,0.013068704,0.8899189233779907
1549,-0.156,0.03357032,0.015267765,0.900103747844696
1550,-0.298,0.013382856,0.008733413,0.8231244087219238
1551,-0.042,0.026263772,0.021196328,0.9209121465682985
1552,-0.229,0.3140926,0.27750343,0.7968003153800964
1553,-0.292,0.017341165,0.01237757,0.9111155271530152
1554,-0.396,0.022256956,0.015204934,0.907602310180664
1555,-0.167,0.04735767,0.042657252,0.8501638174057007
1556,-0.333,0.012943043,0.01218908,0.857904314994812
1557,-0.191,0.014827953,0.006534352,0.8704037666320801
1558,0.896,0.9061063,0.05255287,0.8981294631958008
1559,-0.213,0.01225191,0.015896067,0.7899166345596313
1560,-0.354,0.05898502,0.032627538,0.8854454755783081
1561,-0.37,0.01633588,0.021196328,0.854982852935791
1562,0.543,0.6989911,0.057748068,0.780286431312561
1563,-0.208,0.10175867,0.04834723,0.7329766750335693
1564,-0.271,0.030977672,0.04166769,0.8974374532699585
1565,-0.438,0.03309893,0.029445656,0.8604152202606201
1566,-0.354,0.20839658,0.115658075,0.923609495162964
1567,-0.333,0.031449065,0.0414203,0.8958105444908142
1568,-0.5,0.01218908,0.012000589,0.90861713886261
1569,-0.383,0.13041082,0.0926474,0.8141908645629883
1570,-0.083,0.3317266,0.04686289,0.8429768085479736
1571,0.167,0.112540044,0.044883765,0.8814295530319214
1572,0.021,0.104361884,0.032627538,0.8934423327445984
1573,0.0,0.09112182,0.038991302,0.8259161710739136
1574,0.333,0.65996873,0.22846605,0.7992420196533203
1575,-0.191,0.27750343,0.041915078,0.9220605492591858
1576,0.708,0.52007306,0.034513097,0.8115860819816589
1577,-0.522,0.15435068,0.009361716,0.7255651354789734
1578,-0.304,0.056758508,0.055274166,0.9324197173118592
1579,0.083,0.39231625,0.03357032,0.8106997013092041
1580,-0.213,0.2412222,0.23415339,0.802354633808136
1581,-0.208,0.0466155,0.055274166,0.7082479000091553
1582,0.021,0.4013387,0.028149333,0.6916624903678894
1583,0.667,0.52007306,0.021432023,0.8742804527282715
1584,-0.083,0.47173777,0.02035702,0.7566007375717163
1585,0.25,0.568186,0.11057663,0.8776605725288391
1586,0.792,0.5721988,0.3625127,0.8160298466682434
1587,-0.292,0.030977672,0.015770407,0.9066150188446044
1588,-0.188,0.103928015,0.026028076,0.6960561871528625
1589,-0.167,0.06184035,0.050821137,0.7995450496673584
1590,-0.104,0.049336795,0.012754552,0.9239327907562256
1591,-0.064,0.103928015,0.026970858,0.911937177181244
1592,-0.271,0.041915078,0.02048268,0.9134246706962584
1593,0.562,0.8460273,-1.0,0.8280708193778992
1594,0.583,0.6827122,0.05255287,0.9364162683486938
1595,-0.062,0.038991302,0.03639866,0.964335560798645
1596,0.255,0.42568782,0.20009702,0.8529683351516724
1597,-0.5,0.03781283,0.038991302,0.8808029890060425
1598,-0.435,0.051563308,0.05651112,0.9090355038642884
1599,0.0,0.04711028,0.022374803,0.8720393776893616
1600,-0.125,0.044883765,0.013068704,0.8634654879570007
1601,0.638,0.8403191,0.046368107,0.8641301393508911
1602,-0.042,0.044141594,0.01426248,0.8595023155212402
1603,0.708,0.9288007,0.026499467,0.5962572693824768
1604,0.375,0.3666224,0.2854733,0.8817464113235474
1605,-0.167,0.03969839,0.112436704,0.7837189435958862
1606,-0.021,0.47119883,0.040925518,0.91950261592865
1607,-0.375,0.015581916,0.008733413,0.9293752312660216
1608,-0.146,0.049584184,0.017089844,0.6942720413208008
1609,-0.104,0.021314176,0.008544922,0.8219016790390015
1610,-0.542,0.28547668,0.04315203,0.8974013328552246
1611,-0.479,0.03015274,0.021667719,0.963410496711731
1612,-0.109,0.029092113,0.015581916,0.8324336409568787
1613,-0.5,0.013508516,0.008419261,0.933598518371582
1614,-0.083,0.14082454,0.19789438,0.9102386236190796
1615,-0.34,0.051810697,0.036162965,0.8930134177207947
1616,-0.125,0.048099842,0.025910228,0.9541356563568116
1617,0.583,0.9563754,0.024142517,0.8194304704666138
1618,-0.106,0.09438288,0.021314176,0.9253318309783936
1619,-0.043,0.026735162,0.026028076,0.8846235275268555
1620,-0.125,0.15269235,0.030270588,0.7755510210990906
1621,-0.146,0.02638162,0.06263174,0.9100374579429626
1622,-0.333,0.040925518,0.02826718,0.8825464844703674
1623,0.064,0.33338684,0.28674445,0.852515459060669
1624,0.021,0.25462922,0.08953904,0.9279860258102416
1625,0.062,0.4014846,-1.0,0.9047700762748718
1626,0.087,0.38601747,0.02308189,0.817879319190979
1627,0.638,0.85173553,0.025674535,0.9023658037185668
1628,0.25,0.7105462,0.4269174,0.7352926731109619
1629,0.625,0.6342749,0.24442963,0.8634796142578125
1630,0.022,0.36043653,0.020607091,0.7971768975257874
1631,-0.362,0.1182615,0.10913446,0.7813141345977783
1632,0.521,0.718943,0.4838166,0.8609472513198853
1633,-0.304,0.37751234,0.02779579,0.8314539194107056
1634,-0.104,0.20102765,0.014827953,0.892845630645752
1635,-0.354,0.00609454,0.011372286,0.915178120136261
1636,0.66,0.51980776,0.009864358,0.7658858299255371
1637,-0.229,0.043399423,0.046368107,0.94346022605896
1638,0.104,0.6827122,0.05205809,0.918742537498474
1639,0.042,0.17718399,0.09655223,0.8887551426887512
1640,0.021,0.16098402,0.036162965,0.7921121716499329
1641,0.489,0.6407703,0.08320791,0.8989232182502747
1642,0.229,0.51980776,0.034513097,0.8158506155014038
1643,0.25,0.51980776,0.014073989,0.8789286613464355
1644,0.354,0.25462922,0.19409354,0.9308653473854064
1645,0.354,0.25462922,0.07291982,0.8995676040649414
1646,-0.521,0.011560776,0.011309455,0.6945593357086182
1647,-0.156,0.054037213,0.031684756,0.8602984547615051
1648,-0.277,0.035220183,0.023671126,0.8796408176422119
1649,-0.312,0.06817148,0.05304765,0.6602824926376343
1650,-0.667,0.05230548,0.023671126,0.7970590591430664
1651,-0.196,0.032156147,0.021903414,0.9446887373924256
1652,0.596,0.5885171,0.014765122,0.8312451243400574
1653,0.319,0.56269526,0.022139108,0.9281381368637084
1654,-0.479,0.20126031,0.075294,0.827602207660675
1655,-0.229,0.010115679,0.006125955,0.8926133513450623
1656,-0.298,0.20009702,0.08241652,0.8144000172615051
1657,0.646,0.718943,0.025910228,0.8646682500839233
1658,-0.149,0.54823303,0.11652588,0.9069935083389282
1659,0.152,0.040183347,0.02449606,0.9302771091461182
1660,-0.188,0.15158679,0.056758508,0.8919287323951721
1661,0.229,0.6989911,0.016021729,0.6806577444076538
1662,0.0,0.0969861,0.026970858,0.9129078388214112
1663,-0.104,0.10826672,0.04785245,0.9274848103523254
1664,-0.562,0.014513801,0.083999306,0.5309734344482422
1665,-0.104,0.03781283,0.016964182,0.893212616443634
1666,-0.062,0.043646812,0.022846194,0.9051586389541626
1667,0.062,0.11212669,0.046120718,0.9579784870147704
1668,0.438,0.5779532,0.11429678,0.8932962417602539
1669,-0.565,0.20705862,0.031449065,0.9292211532592772
1670,0.125,0.09741997,0.03639866,0.9393459558486938
1671,-0.583,0.015519086,0.0126288915,0.8792984485626221
1672,-0.417,0.03781283,0.018723432,0.9266902208328248
1673,0.854,0.9061063,0.07212844,0.927695631980896
1674,0.217,0.5559701,0.036870047,0.7826388478279114
1675,-0.043,0.24442963,-1.0,0.8118442296981812
1676,0.146,0.32971194,0.026145924,0.7700216770172119
1677,-0.021,0.39231625,0.30514878,0.9291170835494996
1678,0.104,0.37751234,0.017718147,0.7921870946884155
1679,0.271,0.2854971,0.2854937,0.9198175072669984
1680,-0.062,0.32289913,0.24924077,0.8651228547096252
1681,0.083,0.31686464,0.30439767,0.9314214587211608
1682,-0.25,0.3389984,0.085582085,0.8477643728256226
1683,0.146,0.3972142,0.3245134,0.8394910097122192
1684,-0.021,0.51980776,0.2330714,0.9308292269706726
1685,-0.021,0.38601747,0.25462922,0.7818191051483154
1686,0.152,0.45757914,0.034748793,0.8518565893173218
1687,0.104,0.3625127,0.27236435,0.8742961287498474
1688,0.062,0.41910073,0.16678599,0.919344425201416
1689,0.25,0.4269174,0.09611836,0.8282771110534668
1690,-0.167,0.12867521,0.104361884,0.8208832144737244
1691,0.104,0.32236105,0.3057765,0.8228287696838379
1692,0.0,0.03734144,0.022728346,0.9337635636329652
1693,0.521,0.60254884,0.015896067,0.8192976117134094
1694,-0.239,0.104795754,0.025674535,0.8882245421409607
1695,0.354,0.4269174,0.015204934,0.888574481010437
1696,-0.646,0.03781283,0.025792383,0.8217685222625732
1697,0.681,0.6611249,0.022139108,0.6534857153892517
1698,0.146,0.1460314,0.034277402,0.9218249320983888
1699,0.261,0.4421347,0.14082454,0.8872884511947632
1700,-0.021,0.37795907,-1.0,0.8432697653770447
1701,-0.146,0.048842013,0.008544922,0.7612313628196716
1702,0.229,0.47886392,0.2854869,0.8256696462631226
1703,0.188,0.3389984,0.3127066,0.8284653425216675
1704,0.75,0.8629672,0.6027529,0.6424192786216736
1705,0.128,0.4014846,0.026735162,0.70855712890625
1706,0.348,0.53579444,0.017089844,0.7967453598976135
1707,0.188,0.29039988,0.020960633,0.7334830164909363
1708,0.022,0.45396814,0.13041082,0.814952552318573
1709,0.021,0.37751234,0.028149333,0.8424032926559448
1710,0.383,0.42568782,0.27047762,0.8911855816841125
1711,0.213,0.2648175,0.15545623,0.8356983065605164
1712,0.521,0.39842087,0.103494145,0.9039085507392884
1713,0.511,0.5885171,0.15711457,0.6444167494773865
1714,0.25,0.62702215,0.32020867,0.8324506282806396
1715,0.375,0.3234372,0.024731753,0.5701616406440735
1716,0.609,0.7510937,0.25462922,0.9291582703590392
1717,-0.255,0.013634177,0.013822667,0.880812406539917
1718,-0.146,0.08004235,0.03309893,0.7273882627487183
1719,-0.458,0.02543884,0.023317585,0.8491823673248291
1720,0.521,0.6491204,0.01646154,0.7201820611953735
1721,0.396,0.4014846,0.25462922,0.8870221376419067
1722,0.333,0.37458646,0.014890783,0.7604900002479553
1723,-0.333,0.02048268,0.022846194,0.9023633599281312
1724,0.146,0.44039994,0.028856417,0.8336664438247681
1725,0.5,0.73663366,0.15158679,0.9213767051696776
1726,-0.333,0.033334624,0.028974265,0.8626883029937744
1727,-0.083,0.36095104,0.20242359,0.9235814213752748
1728,-0.298,0.01608456,0.048842013,0.6871924996376038
1729,0.792,0.75208336,0.200795,0.6150662899017334
1730,-0.152,0.25084448,0.017089844,0.757171630859375
1731,0.042,0.1269396,0.022374803,0.9008716344833374
1732,0.042,0.37795907,0.26104406,0.8674939870834351
1733,-0.521,0.027088705,-1.0,0.7326957583427429
1734,-0.085,0.2763787,0.25462922,0.8258044123649597
1735,0.042,0.30136615,0.11388343,0.901321291923523
1736,0.104,0.2667042,0.2191003,0.8749218583106995
1737,0.417,0.8403191,0.041172907,0.8322081565856934
1738,0.375,0.47886392,0.02968135,0.8352009057998657
1739,-0.104,0.023317585,0.008105109,0.856635332107544
1740,-0.104,0.165053,0.08320791,0.8974264860153198
1741,0.723,0.75208336,0.11652588,0.5342060923576355
1742,0.292,0.42349213,0.014953613,0.932458996772766
1743,-0.417,0.08716487,0.027913637,0.7304655909538269
1744,0.604,0.743089,0.04290464,0.7888705730438232
1745,0.188,0.47173777,0.0926474,0.6001469492912292
1746,0.292,0.02308189,0.033334624,0.7516788244247437
1747,-0.354,0.014011159,0.018095128,0.5975800156593323
1748,-0.125,0.04785245,0.036162965,0.9416260123252868
1749,0.042,0.40060925,0.11181668,0.8029340505599976
1750,-0.021,0.147767,0.017718147,0.8727715015411377
1751,0.083,0.23523538,0.015393426,0.7680690288543701
1752,-0.312,0.085582085,0.038519915,0.8874969482421875
1753,-0.438,0.08716487,0.05280026,0.8271034359931946
1754,0.208,0.19029272,0.11739369,0.9035728573799132
1755,-0.229,0.04240986,0.014450971,0.653569221496582
1756,0.812,0.7105462,0.032391842,0.7071627974510193
1757,-0.208,0.037105743,0.029445656,0.9847636818885804
1758,0.667,0.6852916,0.23379272,0.8728653192520142
1759,-0.417,0.02107848,0.017466826,0.765977680683136
1760,-0.188,0.17805049,0.018723432,0.7938130497932434
1761,-0.312,0.049336795,0.026735162,0.8439866304397583
1762,0.511,0.78855824,0.112436704,0.7892823815345764
1763,-0.229,0.102626406,0.029445656,0.9180619716644288
1764,0.042,0.37751234,0.0073197307,0.6508020162582397
1765,-0.021,0.04290464,0.014639461,0.8081632852554321
1766,-0.229,0.024613906,0.015770407,0.8547506332397461
1767,0.625,0.85173553,0.14256015,0.6166492104530334
1768,0.354,0.681338,0.121732734,0.8352041244506836
1769,0.292,0.47900817,0.011246625,0.7650762796401978
1770,-0.604,0.012566062,0.012063419,0.8488547205924988
1771,-0.229,0.015833238,0.018723432,0.8373240828514099
1772,-0.583,0.01834645,-1.0,0.88749760389328
1773,-0.085,0.2854733,0.008859074,0.8805972933769226
1774,0.104,0.4014846,0.004492367,0.865106999874115
1775,-0.125,0.012503231,0.006691428,0.9168344736099244
1776,-0.375,0.0201057,0.015016444,0.8947627544403076
1777,-0.125,0.03781283,0.019100413,0.7894660830497742
1778,0.542,0.9029226,0.1991664,0.8554412126541138
1779,0.604,0.6308517,0.09033044,0.841141939163208
1780,-0.458,0.027088705,0.0103670005,0.762137770652771
1781,0.0,0.12260055,0.12867521,0.7307792901992798
1782,0.375,0.6544696,0.045131154,0.902657151222229
1783,0.062,0.2312681,0.07212844,0.91209876537323
1784,0.146,0.3375374,0.019980038,0.8311114311218262
1785,0.688,0.88599813,0.017089844,0.7114295363426208
1786,-0.208,0.15490346,0.054284602,0.85611492395401
1787,0.688,0.82048255,0.046120718,0.777536928653717
1788,-0.25,0.03015274,0.038519915,0.8887085914611816
1789,0.021,0.2648175,0.26104406,0.9219210743904114
1790,-0.109,0.14429577,0.022139108,0.862509548664093
1791,-0.17,0.055521555,0.028620722,0.8271489143371582
1792,-0.128,0.026617315,0.0126288915,0.8248572945594788
1793,-0.25,0.09033044,0.021196328,0.7273213863372803
1794,-0.562,0.04067813,0.023553278,0.7741321921348572
1795,0.604,0.8115627,0.020842785,0.7080674171447754
1796,-0.458,0.085582085,0.044883765,0.656816840171814
1797,-0.771,0.058737632,0.014513801,0.8781664371490479
1798,-0.604,0.044141594,0.038048524,0.8982517719268799
1799,-0.426,0.015958898,0.017466826,0.800758957862854
1800,-0.283,0.23812068,0.10002319,0.9568790197372437
1801,-0.583,0.03109552,0.037577134,0.9001911878585815
1802,0.021,0.4977744,0.026617315,0.8559504151344299
1803,-0.021,0.11357342,0.039935954,0.8168729543685913
1804,-0.489,0.09394901,0.15987846,0.605914294719696
1805,-0.125,0.30993456,0.1883923,0.9605067372322084
1806,-0.375,0.037105743,0.038991302,0.872528076171875
1807,-0.234,0.091913216,0.029917045,0.8552243709564209
1808,0.042,0.23812068,0.18269104,0.9183536767959596
1809,0.562,0.6020386,0.010869644,0.7803023457527161
1810,0.167,0.25462922,0.03781283,0.7645131349563599
1811,0.688,0.718943,0.050573748,0.8565353751182556
1812,0.146,0.40891263,0.3047732,0.9354564547538756
1813,-0.271,0.1269396,0.02249265,0.5430300235748291
1814,0.396,0.72028047,0.013320025,0.8140982985496521
